date,facility_id,facility_name,city,country,facility_type,latitude,longitude,size_sqm,capacity,energy_consumption_kwh,energy_cost_usd,water_usage_liters,maintenance_cost_usd,downtime_hours,occupancy_count,occupancy_pct,equipment_utilization_pct,waste_generated_kg,co2_emissions_kg,temperature_c,humidity_pct,safety_incidents,day_of_week,month,is_weekend
2025-09-12,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9511.2,1404.87,17614.9,2331.8,10.1,392,78.5,83.9,972.5,4757.0,29.8,67.4,0,Friday,September,False
2025-09-13,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5052.4,746.27,10973.6,2110.16,0.11,195,39.1,69.9,535.8,2508.2,29.7,59.7,0,Saturday,September,True
2025-09-14,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5396.1,797.05,9505.9,1433.07,2.34,192,38.3,74.8,392.2,2799.6,27.1,56.1,0,Sunday,September,True
2025-09-15,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,11073.3,1635.6,15811.3,1462.46,2.52,430,85.9,81.6,613.5,5110.6,29.9,54.6,0,Monday,September,False
2025-09-16,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9945.4,1468.99,16417.9,1899.29,1.03,373,74.6,70.5,706.0,5122.9,28.3,54.7,0,Tuesday,September,False
2025-09-17,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9401.2,1388.62,18019.4,1248.1,4.2,392,78.5,67.3,851.1,4464.6,29.9,51.5,0,Wednesday,September,False
2025-09-18,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9185.7,1356.78,15825.2,2830.83,0.52,404,80.9,82.4,788.3,5295.1,28.9,63.3,0,Thursday,September,False
2025-09-19,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9897.3,1461.9,17732.0,1949.26,2.5,338,67.5,95.5,746.0,4762.3,25.7,47.3,0,Friday,September,False
2025-09-20,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4822.5,712.32,7435.3,1970.68,1.13,210,42.1,89.6,459.0,2847.6,30.6,60.7,0,Saturday,September,True
2025-09-21,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5050.8,746.04,8962.4,2145.4,0.12,234,46.7,84.6,330.0,2466.5,28.1,53.8,0,Sunday,September,True
2025-09-22,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10882.0,1607.34,17433.9,1380.93,0.63,444,88.7,87.2,786.2,4550.8,28.9,55.4,0,Monday,September,False
2025-09-23,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10749.7,1587.8,18284.9,2392.51,2.03,377,75.4,84.0,899.1,4736.7,26.0,53.3,0,Tuesday,September,False
2025-09-24,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9881.0,1459.49,15509.5,1801.69,1.72,366,73.3,82.2,833.3,4696.3,28.7,64.9,0,Wednesday,September,False
2025-09-25,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9677.9,1429.49,14598.6,2308.31,0.91,385,77.1,86.4,849.8,5054.3,29.6,57.6,0,Thursday,September,False
2025-09-26,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9989.0,1475.45,16244.1,1612.24,0.77,384,76.9,65.2,954.4,4569.8,30.9,61.3,0,Friday,September,False
2025-09-27,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,6244.5,922.36,8301.1,2530.9,0.75,235,47.0,79.9,419.2,2762.5,30.1,63.6,0,Saturday,September,True
2025-09-28,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5604.9,827.87,9011.1,1975.58,0.2,186,37.2,77.2,382.0,2684.4,28.8,57.8,0,Sunday,September,True
2025-09-29,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10488.6,1549.24,16567.4,3055.48,2.83,365,73.0,78.7,907.3,4572.0,25.6,50.8,0,Monday,September,False
2025-09-30,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9821.4,1450.69,14821.6,1508.22,0.82,333,66.7,73.7,905.1,4852.3,28.1,55.5,0,Tuesday,September,False
2025-10-01,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9974.6,1473.31,17629.7,1856.27,2.42,337,67.5,82.9,834.4,4484.2,27.0,52.7,0,Wednesday,October,False
2025-10-02,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10319.7,1524.29,16348.4,1106.82,2.74,389,77.9,70.3,751.4,5398.5,28.2,53.8,0,Thursday,October,False
2025-10-03,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10004.4,1477.72,17979.2,1411.34,2.19,406,81.1,73.0,770.0,3769.5,26.0,55.6,0,Friday,October,False
2025-10-04,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4836.9,714.45,7754.5,2107.35,0.71,193,38.6,71.9,342.3,2667.2,27.5,55.3,0,Saturday,October,True
2025-10-05,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5874.5,867.7,8352.3,2416.95,1.57,222,44.5,86.1,494.1,2231.4,27.0,57.8,0,Sunday,October,True
2025-10-06,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9547.1,1410.17,17204.5,3529.9,1.13,417,83.4,77.9,894.3,4553.0,27.0,58.4,0,Monday,October,False
2025-10-07,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,11161.8,1648.67,15455.8,1673.67,0.22,448,89.6,73.7,618.4,4595.5,26.9,54.8,0,Tuesday,October,False
2025-10-08,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10308.3,1522.6,16283.3,1166.46,1.49,378,75.6,74.5,870.1,5107.7,27.5,57.3,0,Wednesday,October,False
2025-10-09,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9935.5,1467.54,16489.9,2188.98,0.07,351,70.3,78.0,816.6,4393.2,28.1,52.3,0,Thursday,October,False
2025-10-10,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10146.7,1498.73,16685.4,1048.46,2.39,338,67.5,93.2,651.9,5035.9,23.9,61.5,0,Friday,October,False
2025-10-11,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5397.8,797.29,8564.4,2074.37,0.67,184,36.7,66.4,346.8,2326.2,24.1,51.9,1,Saturday,October,True
2025-10-12,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5270.3,778.46,9156.0,1427.74,1.36,232,46.4,84.3,447.2,2772.2,27.1,60.6,0,Sunday,October,True
2025-10-13,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9984.9,1474.84,15407.8,1860.54,1.45,318,63.7,82.4,724.0,4449.5,27.2,47.0,0,Monday,October,False
2025-10-14,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10376.6,1532.69,17308.1,2393.74,0.89,421,84.2,69.7,980.1,4621.9,27.8,52.3,0,Tuesday,October,False
2025-10-15,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9569.9,1413.54,16256.4,1665.12,1.76,343,68.5,91.7,879.9,4485.8,26.4,52.4,0,Wednesday,October,False
2025-10-16,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9467.7,1398.44,16594.8,2297.85,0.66,350,69.9,83.0,824.6,5001.6,27.4,55.3,0,Thursday,October,False
2025-10-17,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9615.6,1420.28,19741.9,2261.64,2.06,370,73.9,73.2,830.3,4934.2,27.6,58.0,0,Friday,October,False
2025-10-18,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5706.6,842.9,8200.2,601.93,0.24,192,38.4,60.6,508.0,2597.4,26.2,47.3,0,Saturday,October,True
2025-10-19,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5862.5,865.93,9985.9,1185.62,1.29,226,45.1,80.1,477.2,2313.6,28.8,47.8,0,Sunday,October,True
2025-10-20,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10006.5,1478.03,12850.3,785.35,3.17,443,88.7,77.6,827.6,4341.7,27.5,46.2,0,Monday,October,False
2025-10-21,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10123.9,1495.36,13593.5,2945.88,0.12,351,70.1,68.4,656.7,4236.5,28.0,59.6,0,Tuesday,October,False
2025-10-22,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9402.0,1388.74,14669.0,1668.35,0.45,359,71.8,68.2,1123.5,3842.3,27.2,54.4,0,Wednesday,October,False
2025-10-23,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10272.8,1517.36,14733.4,2811.95,1.69,369,73.8,86.1,642.5,4956.5,30.2,47.3,0,Thursday,October,False
2025-10-24,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10070.0,1487.4,16510.2,964.88,1.34,396,79.1,59.7,733.8,4444.3,27.9,50.3,0,Friday,October,False
2025-10-25,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5126.0,757.15,9130.5,1384.99,1.52,203,40.7,80.9,318.3,2439.4,26.2,58.3,0,Saturday,October,True
2025-10-26,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4773.6,705.09,8730.2,2217.58,1.66,235,47.0,76.2,457.7,2756.7,28.1,50.8,0,Sunday,October,True
2025-10-27,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8998.0,1329.06,15987.7,2393.23,1.81,418,83.7,82.7,787.3,4379.9,24.4,50.3,0,Monday,October,False
2025-10-28,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9306.3,1374.61,16841.7,2055.32,2.31,331,66.2,75.2,858.3,4258.4,27.0,48.0,0,Tuesday,October,False
2025-10-29,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10357.0,1529.79,17212.2,972.08,1.58,395,79.0,80.7,569.1,4447.2,27.2,46.6,0,Wednesday,October,False
2025-10-30,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10568.8,1561.08,14403.3,2566.99,0.9,432,86.5,71.0,898.4,4154.0,26.8,57.5,0,Thursday,October,False
2025-10-31,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9399.1,1388.31,15623.7,2203.35,1.85,357,71.4,77.5,676.6,4613.7,26.1,59.8,0,Friday,October,False
2025-11-01,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5171.8,763.9,8786.7,1975.75,3.13,200,40.1,82.6,414.0,2409.3,25.0,46.3,0,Saturday,November,True
2025-11-02,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5376.4,794.13,9164.8,1711.55,1.02,196,39.1,79.4,482.6,2382.5,25.3,58.1,0,Sunday,November,True
2025-11-03,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9616.1,1420.36,15025.2,1928.57,0.14,356,71.3,81.6,800.1,4297.8,26.5,48.5,1,Monday,November,False
2025-11-04,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10129.5,1496.2,15875.3,1555.52,2.31,313,62.5,69.3,808.2,4443.8,24.6,53.4,0,Tuesday,November,False
2025-11-05,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9277.3,1370.32,16001.5,731.58,1.03,325,65.1,72.5,862.2,4495.8,28.9,57.6,0,Wednesday,November,False
2025-11-06,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10106.5,1492.8,15038.5,1701.68,1.1,378,75.6,72.6,819.4,4299.8,22.2,49.7,0,Thursday,November,False
2025-11-07,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9408.7,1389.73,14982.5,1637.23,2.04,432,86.4,75.4,730.5,4342.8,25.6,48.6,0,Friday,November,False
2025-11-08,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5509.6,813.8,8804.1,2376.37,0.6,194,38.8,90.7,412.9,2431.9,26.2,54.1,0,Saturday,November,True
2025-11-09,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5146.8,760.21,8628.8,377.55,1.06,193,38.6,74.7,436.9,2410.3,26.7,44.4,0,Sunday,November,True
2025-11-10,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9146.1,1350.94,16459.3,1874.85,1.5,439,87.8,67.3,666.5,4440.8,24.5,55.6,0,Monday,November,False
2025-11-11,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10565.7,1560.62,14465.8,1031.64,1.35,334,66.7,83.1,884.9,4213.6,27.5,50.4,0,Tuesday,November,False
2025-11-12,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,10065.3,1486.71,15325.4,1925.79,1.89,313,62.6,90.6,803.2,4725.4,23.6,46.7,0,Wednesday,November,False
2025-11-13,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8427.6,1244.81,15449.5,1959.17,0.7,344,68.8,66.2,778.5,4436.5,24.8,46.4,0,Thursday,November,False
2025-11-14,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9172.3,1354.8,16730.9,1679.6,1.69,350,70.1,96.5,907.6,4243.2,26.5,42.3,0,Friday,November,False
2025-11-15,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5547.7,819.43,7974.1,2221.7,0.89,170,34.1,81.9,415.8,2472.6,27.0,46.4,0,Saturday,November,True
2025-11-16,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4792.8,707.93,8767.5,976.96,1.92,204,40.8,87.7,411.9,2397.1,23.3,47.7,0,Sunday,November,True
2025-11-17,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9802.9,1447.95,15931.8,2403.85,1.79,411,82.2,91.7,713.9,3841.8,29.2,43.5,0,Monday,November,False
2025-11-18,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9725.0,1436.45,17637.3,1302.95,0.18,327,65.4,87.1,809.5,4467.8,23.8,48.5,1,Tuesday,November,False
2025-11-19,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8940.3,1320.54,14299.8,788.93,2.28,379,75.7,77.0,805.5,4044.0,23.1,50.9,0,Wednesday,November,False
2025-11-20,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9307.5,1374.79,14704.7,1567.1,0.6,390,78.0,89.4,692.9,4630.1,25.8,47.4,0,Thursday,November,False
2025-11-21,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8127.7,1200.51,14326.9,461.98,1.99,372,74.4,80.4,749.4,4263.4,24.4,51.6,0,Friday,November,False
2025-11-22,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5642.2,833.38,7365.1,1886.35,1.54,210,42.1,88.2,381.5,2510.1,24.1,44.2,0,Saturday,November,True
2025-11-23,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4995.1,737.81,9679.9,1575.07,3.07,211,42.1,89.2,378.7,2270.3,25.6,53.1,1,Sunday,November,True
2025-11-24,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9678.9,1429.64,13860.8,2480.22,0.92,345,69.0,67.8,570.1,4330.1,22.4,48.6,0,Monday,November,False
2025-11-25,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9552.7,1411.0,14352.9,2125.69,0.79,432,86.3,85.4,743.2,4663.8,22.0,55.5,0,Tuesday,November,False
2025-11-26,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9942.1,1468.51,16934.6,888.3,1.13,422,84.4,76.3,573.3,4209.3,23.6,59.8,0,Wednesday,November,False
2025-11-27,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8934.1,1319.63,13143.6,1223.95,3.36,420,84.0,79.3,716.4,4103.5,26.0,45.2,0,Thursday,November,False
2025-11-28,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9263.9,1368.34,16176.2,2047.92,1.99,413,82.7,79.2,699.1,4466.8,23.4,45.3,0,Friday,November,False
2025-11-29,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5190.6,766.69,7424.1,2245.83,0.53,174,34.8,78.8,490.3,2448.0,26.6,46.1,0,Saturday,November,True
2025-11-30,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5273.0,778.85,9184.0,3215.47,0.06,226,45.1,92.3,359.0,2248.5,25.9,50.2,0,Sunday,November,True
2025-12-01,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9718.8,1435.52,12519.0,2468.59,0.05,400,80.0,65.2,682.0,3652.1,24.4,53.8,0,Monday,December,False
2025-12-02,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8808.3,1301.05,12993.3,1677.98,2.14,318,63.5,61.9,725.8,4051.1,24.4,43.8,0,Tuesday,December,False
2025-12-03,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8686.2,1283.01,14420.6,1952.13,2.93,367,73.5,59.9,702.9,4422.0,24.2,48.8,0,Wednesday,December,False
2025-12-04,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9761.9,1441.89,16211.7,2519.66,4.19,386,77.1,88.0,928.0,3983.3,23.9,46.2,0,Thursday,December,False
2025-12-05,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,7903.3,1167.37,14969.2,1548.36,0.98,438,87.6,70.8,638.4,4198.6,23.0,49.8,0,Friday,December,False
2025-12-06,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5405.6,798.44,8012.5,1962.48,1.23,221,44.3,79.2,399.3,2199.3,23.1,54.2,0,Saturday,December,True
2025-12-07,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4838.9,714.73,9098.3,1534.07,2.36,189,37.7,76.9,444.5,1988.8,21.8,45.3,0,Sunday,December,True
2025-12-08,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8936.2,1319.94,17466.4,1398.22,0.19,439,87.8,69.7,871.7,3974.1,20.0,38.1,0,Monday,December,False
2025-12-09,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8551.7,1263.15,15660.5,1761.59,1.4,377,75.4,86.0,726.0,4357.2,24.8,50.1,0,Tuesday,December,False
2025-12-10,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8869.1,1310.02,14086.0,1315.4,2.17,366,73.1,76.8,548.4,3462.2,23.3,42.1,0,Wednesday,December,False
2025-12-11,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9549.5,1410.52,14293.3,1652.88,1.68,363,72.6,75.8,752.6,4213.7,23.0,45.5,0,Thursday,December,False
2025-12-12,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9260.0,1367.77,13230.6,1104.77,1.35,314,62.9,80.2,926.0,3787.4,23.5,50.1,0,Friday,December,False
2025-12-13,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4999.2,738.42,8158.1,1617.06,2.2,204,40.8,84.7,441.4,2362.5,21.5,47.5,0,Saturday,December,True
2025-12-14,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4869.3,719.23,7020.1,2605.34,1.65,217,43.3,69.0,438.5,2373.3,21.2,45.5,0,Sunday,December,True
2025-12-15,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8022.2,1184.93,15286.5,1375.29,1.86,361,72.2,86.2,647.1,4049.9,22.1,43.0,0,Monday,December,False
2025-12-16,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8318.0,1228.63,16946.0,1737.89,0.48,391,78.2,91.6,635.3,4040.3,24.5,31.3,0,Tuesday,December,False
2025-12-17,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8559.5,1264.3,15402.0,1816.73,0.75,343,68.6,64.7,772.0,3848.2,20.6,49.2,0,Wednesday,December,False
2025-12-18,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8956.5,1322.94,13983.3,2006.62,1.69,370,74.0,80.6,605.2,3684.8,18.3,44.4,0,Thursday,December,False
2025-12-19,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8731.1,1289.65,15102.2,2146.64,2.58,387,77.4,75.1,860.1,4539.9,21.4,53.2,0,Friday,December,False
2025-12-20,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5051.3,746.11,8980.4,2390.6,1.01,210,42.1,84.5,369.7,2091.1,23.8,47.6,0,Saturday,December,True
2025-12-21,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,4892.7,722.69,8925.5,458.49,2.15,173,34.7,66.6,421.9,2463.8,19.3,42.8,0,Sunday,December,True
2025-12-22,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8655.9,1278.53,13224.8,3513.38,2.83,359,71.8,93.2,552.1,3784.0,20.1,50.8,0,Monday,December,False
2025-12-23,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9780.4,1444.63,14927.8,1204.09,2.52,438,87.7,63.0,724.4,4163.5,22.1,51.2,0,Tuesday,December,False
2025-12-24,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8792.2,1298.67,14124.1,1976.82,2.86,357,71.4,75.7,632.9,3686.4,25.5,44.3,0,Wednesday,December,False
2025-12-25,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8338.9,1231.7,15188.5,1163.27,7.7,376,75.2,82.1,501.7,4141.4,19.5,51.3,0,Thursday,December,False
2025-12-26,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,9491.3,1401.93,14667.5,2122.86,1.23,372,74.4,71.6,832.5,3893.8,19.3,42.5,0,Friday,December,False
2025-12-27,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5021.3,741.67,6326.6,1899.93,0.51,239,47.8,70.1,527.7,2138.0,21.8,46.0,0,Saturday,December,True
2025-12-28,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,5180.7,765.23,7569.4,1337.73,0.9,233,46.6,80.1,495.2,2273.2,23.0,48.1,0,Sunday,December,True
2025-12-29,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8415.4,1243.02,14344.0,2382.85,0.28,406,81.1,78.7,848.6,3823.7,20.2,49.1,1,Monday,December,False
2025-12-30,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,8944.7,1321.19,12466.9,1632.84,3.41,339,67.8,78.1,722.1,3549.0,18.6,48.2,0,Tuesday,December,False
2025-12-31,F001,Lagos Central Plant,Lagos,Nigeria,Manufacturing,6.5244,3.3792,12000,500,7693.1,1136.32,14699.1,2064.02,0.97,389,77.8,86.0,863.0,4142.5,21.6,43.4,0,Wednesday,December,False
2025-01-01,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2514.5,302.03,1779.3,688.33,0.16,103,51.3,57.1,313.3,1019.4,19.8,45.7,0,Wednesday,January,False
2025-01-02,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2454.8,294.85,1814.4,763.46,0.16,111,55.7,66.1,257.2,899.0,18.7,37.2,0,Thursday,January,False
2025-01-03,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2535.8,304.58,1841.3,744.09,0.73,120,60.2,69.5,254.5,870.0,21.0,42.4,0,Friday,January,False
2025-01-04,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,1372.9,164.9,937.8,436.37,0.18,54,27.2,66.9,171.3,491.0,19.9,40.6,0,Saturday,January,True
2025-01-05,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,1373.6,164.98,876.5,646.35,0.12,67,33.5,63.9,140.1,535.5,21.4,40.5,0,Sunday,January,True
2025-01-06,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2738.8,328.97,1638.0,211.79,0.4,85,42.4,68.1,319.0,899.4,20.2,42.6,0,Monday,January,False
2025-01-07,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2514.3,302.0,1565.0,405.94,0.36,121,60.7,76.3,215.7,927.4,17.9,48.1,0,Tuesday,January,False
2025-01-08,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2445.4,293.72,1690.8,794.93,0.13,104,52.1,68.7,294.4,863.6,17.9,41.9,0,Wednesday,January,False
2025-01-09,F002,Abuja Distribution Hub,Abuja,Nigeria,Warehouse,9.0765,7.3986,8000,200,2544.4,305.62,1660.0,462.41,0.62,111,55.3,66.7,333.2,1060.4,20.0,46.1,0,Thursday,January,False
